/* DATA DESCRIPTION:
	Chiloe_n60 (n60) * LATITUDE: -42.524000 * LONGITUDE: -73.785000 * LOCATION: Chiloé, Chile * COMMENT: Beach: Punta pehuque a Punta Yutuy
	Chiloe_n69 (n69) * LATITUDE: -42.684364 * LONGITUDE: -73.556322 * LOCATION: Chiloé, Chile * COMMENT: Beach: Playa Detif
	Chiloe_n70 (n70) * LATITUDE: -42.683183 * LONGITUDE: -73.537625 * LOCATION: Chiloé, Chile * COMMENT: Beach: Playa Detif
	Chiloe_n71 (n71) * LATITUDE: -42.684072 * LONGITUDE: -73.542237 * LOCATION: Chiloé, Chile * COMMENT: Beach: Playa Detif
	Chiloe_n72 (n72) * LATITUDE: -42.684600 * LONGITUDE: -73.555592 * LOCATION: Chiloé, Chile * COMMENT: Beach: Playa Detif
	Chiloe_n73 (n73) * LATITUDE: -42.571644 * LONGITUDE: -73.442250 * LOCATION: Chiloé, Chile * COMMENT: Beach: Playa Matao
	Chiloe_n74 (n74) * LATITUDE: -42.571072 * LONGITUDE: -73.442961 * LOCATION: Chiloé, Chile * COMMENT: Beach: Playa Matao
	Chiloe_n75 (n75) * LATITUDE: -42.571207 * LONGITUDE: -73.443110 * LOCATION: Chiloé, Chile * COMMENT: Beach: Playa Matao
	Chiloe_n84 (n84) * LATITUDE: -42.566000 * LONGITUDE: -73.442000 * LOCATION: Chiloé, Chile * COMMENT: Beach: Punta Cuem
	Chiloe_n85 (n85) * LATITUDE: -42.566000 * LONGITUDE: -73.442000 * LOCATION: Chiloé, Chile * COMMENT: Beach: Punta Cuem
	Chiloe_n86 (n86) * LATITUDE: -42.566000 * LONGITUDE: -73.442000 * LOCATION: Chiloé, Chile * COMMENT: Beach: Punta Cuem
	Chiloe_n90 (n90) * LATITUDE: -42.570903 * LONGITUDE: -73.440136 * LOCATION: Chiloé, Chile * COMMENT: Beach: Playa Matao
	Chiloe_n100 (n100) * LATITUDE: -42.565262 * LONGITUDE: -73.440861 * LOCATION: Chiloé, Chile * COMMENT: Beach: Punta Cuem
	Chiloe_n101 (n101) * LATITUDE: -42.565442 * LONGITUDE: -73.441250 * LOCATION: Chiloé, Chile * COMMENT: Beach: Punta Cuem
	Chiloe_n102 (n102) * LATITUDE: -42.565846 * LONGITUDE: -73.442289 * LOCATION: Chiloé, Chile * COMMENT: Beach: Punta Cuem
	Chiloe_p01 (p01) * LATITUDE: -42.674319 * LONGITUDE: -73.524840 * LOCATION: Chiloé, Chile * COMMENT: Beach: Punta Apabón
	Chiloe_p02 (p02) * LATITUDE: -42.564304 * LONGITUDE: -73.438921 * LOCATION: Chiloé, Chile * COMMENT: Beach: Punta Cuem
	Chiloe_t01 (t01) * LATITUDE: -42.564696 * LONGITUDE: -73.439532 * LOCATION: Chiloé, Chile * COMMENT: Beach: Punta Cuem
	Chiloe_t02 (t02) * LATITUDE: -42.564696 * LONGITUDE: -73.439532 * LOCATION: Chiloé, Chile * COMMENT: Beach: Punta Cuem
	Chiloe_t03 (t03) * LATITUDE: -42.565254 * LONGITUDE: -73.440800 * LOCATION: Chiloé, Chile * COMMENT: Beach: Punta Cuem
	Chiloe_t04 (t04) * LATITUDE: -42.565272 * LONGITUDE: -73.440767 * LOCATION: Chiloé, Chile * COMMENT: Beach: Punta Cuem
	Chiloe_t05 (t05) * LATITUDE: -42.674345 * LONGITUDE: -73.524800 * LOCATION: Chiloé, Chile * COMMENT: Beach: Punta Apabón
	Chiloe_t06 (t06) * LATITUDE: -42.674319 * LONGITUDE: -73.524840 * LOCATION: Chiloé, Chile * COMMENT: Beach: Punta Apabón
	Chiloe_t07 (t07) * LATITUDE: -42.674319 * LONGITUDE: -73.524840 * LOCATION: Chiloé, Chile * COMMENT: Beach: Punta Apabón
	Chiloe_t08 (t08) * LATITUDE: -42.684070 * LONGITUDE: -73.541500 * LOCATION: Chiloé, Chile * COMMENT: Beach: Detif
Parameter(s):	Optional event label (Event 2) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl)
	Event label (Event) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl)
	Latitude of event (Latitude) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl)
	Longitude of event (Longitude) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl)
	Sample ID (Sample ID) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl)
	Thermal infrared reflectance at 6000 nm (TIR 6000 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 6025 nm (TIR 6025 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 6050 nm (TIR 6050 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 6075 nm (TIR 6075 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 6100 nm (TIR 6100 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 6125 nm (TIR 6125 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 6150 nm (TIR 6150 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 6175 nm (TIR 6175 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 6200 nm (TIR 6200 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 6225 nm (TIR 6225 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 6250 nm (TIR 6250 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 6275 nm (TIR 6275 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 6300 nm (TIR 6300 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 6325 nm (TIR 6325 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 6350 nm (TIR 6350 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 6375 nm (TIR 6375 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 6400 nm (TIR 6400 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 6425 nm (TIR 6425 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 6450 nm (TIR 6450 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 6475 nm (TIR 6475 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 6500 nm (TIR 6500 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 6525 nm (TIR 6525 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 6550 nm (TIR 6550 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 6575 nm (TIR 6575 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 6600 nm (TIR 6600 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 6625 nm (TIR 6625 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 6650 nm (TIR 6650 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 6675 nm (TIR 6675 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 6700 nm (TIR 6700 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 6725 nm (TIR 6725 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 6750 nm (TIR 6750 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 6775 nm (TIR 6775 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 6800 nm (TIR 6800 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 6825 nm (TIR 6825 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 6850 nm (TIR 6850 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 6875 nm (TIR 6875 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 6900 nm (TIR 6900 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 6925 nm (TIR 6925 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 6950 nm (TIR 6950 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 6975 nm (TIR 6975 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 7000 nm (TIR 7000 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 7025 nm (TIR 7025 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 7050 nm (TIR 7050 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 7075 nm (TIR 7075 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 7100 nm (TIR 7100 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 7125 nm (TIR 7125 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 7150 nm (TIR 7150 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 7175 nm (TIR 7175 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 7200 nm (TIR 7200 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
	Thermal infrared reflectance at 7225 nm (TIR 7225 nm) * PI: Acuña-Ruz, Tomás (https://orcid.org/0000-0002-2748-4602, tomasacuna@ug.uchile.cl) * METHOD/DEVICE: Visible to shortwave and thermal infrared reflectance spectrometer system (HyLogger-3) (URI: https://doi.org/10.1080/08120099.2016.1231133)
